Группа тем;Текст инцидента;Тема
Здравоохранение/Медицина;- ни одной??? Кому-то 7,;Здравоохранение прочее
ЖКХ;мы всем домом примем решение и не будем оплачивать такие услуги организации «Яйважилкомсервис», все равно терять не чего.Ольга Эдуардовна, просим ВАМ, организуйте проверку деятельности этой «компашки» «Яйважилкомсервис»! У вас, как;★ Засор в общедомовой системе водоотведения (канализации)
Социальное обслуживание и защита;, в нашем доме;Аварийное жилье/переселение
Памятники и объекты культурного наследия;года, как администрация Пермского края выкупила территорию завода, этот памятник ни разу не был покрашен.В проведение;Памятники и объекты культурного наследия
Образование;обещают и обещают но результата нет, а дети;Безопасность образовательного процесса
Благоустройство;придомовой территории от жильцов дома 18 по;Обустройство асфальтового покрытия парковки, внутридворового проезда, тротуара, пешеходной дорожки, въезда во двор
Безопасность;городе начнет действовать отлов? Сегодня ночью и утром, выше Грибоедова 16 было просто звуковое представление из собак. Лай дикий, грызутся;Отлов безнадзорных собак и кошек
Спецпроекты;'Пермь г, +79223065393. Куда написать негативный отзыв о;Спецпроекты
Здравоохранение/Медицина;'Жду ответа на;Отсутствие лекарств в стационарах
Общественный транспорт;киоск рядом, то и подзарядиться можно.Посмотрите на ст.Молодежной первый же ветродуй снёс все стекла. Для;Содержание остановок
Образование;отговорка, что есть ведь преподаватель;Образовательный процесс
Благоустройство;утро. От остановки Обросово на ул. Лифанова, вдоль реки в сторону 1905 г.;Борщевик Сосновского
ЖКХ;на данный момент;Ремонт подъездов
ЖКХ;'Здравствуйте,в барде воды нет;Низкая температура воды/слабое давление
Благоустройство;'Будем жить в ожидании, обходя лужу по проезжей;★ Подтопление территории
Социальное обслуживание и защита;мы все поем и пляшем. Прибирать за собой не хотим. Стали потребителями, а не строителями жизни. Нам очень нужна помощь в развитии производств, развитии кадров. Будет работа, заработки, будет молодежь оставаться в городе, будет строиться и жилье, будут;Занятость и трудоустройство
Коронавирус;любых резких запахов....подскажите;Коронавирус
Дороги;есть колея,во время дождя это Пипец для прохожих и не;Некачественно выполненный ремонт дорог
Благоустройство;Лифанова, вдоль реки;Борщевик Сосновского
Здравоохранение/Медицина;где-то находят данного специалиста. Все анализы назначают платно. К стоматологам тоже не попадёшь,даже с острой болью,говорят приходите с утра дают по 3 талона на весь город,записи к ним нет. А вот платно можно сразу поднятся и полечить. Дак у нас медицина платная или бесплатная? Я работаю на двух работах официально везде удерживают НДФЛ,чтоб содержать этих каннибалов. Я живу одна детей нет,помогать мне тоже некому кручусь,как белка в колесе,что бы прожить как-нибудь и дважды должна платить за то,что мне;Технические проблемы с записью на прием к врачу
Общественный транспорт;его хотя бы до пл. Дружбы и добавьте машин- вот вам и;Изменение класса и количества автобусов
Мусор/Свалки/ТКО;особое обращение к рабочим, прямо на памятники наложен, нет уважения ни к;★ Стихийные свалки в городе/в парках/в лесу
Коронавирус;ждём, ни один номер телефона не отвечает , 2700903 сбрасывается сразу.( Так как У ребенка обнаружили коронавирус от 25 января, нужно было;Проблемы в работе горячих линий
Образование;на летний отдых ребёнка, если у нас нет никакой льготной категории?;Детские оздоровительные лагеря
Здравоохранение/Медицина;Нытве не работает кабинет флюорографии? Если человеку-пенсионеру надо;Нехватка материально-технического обеспечения
Образование;Подскажите выделяет ли государство или край, служебное жилье;Социальная поддержка учителей
Образование;2 ребенка отсутствуют по болезни и то просто простыли, потому что;Дистанционное образование
Мобилизация;в Пермском крае региональные выплаты за ранение в СВО?;Зарплата, компенсации, поощрения, выплаты
Благоустройство;дома 18 по ул.Мехоношина ,вопрос когда будет;Обустройство асфальтового покрытия парковки, внутридворового проезда, тротуара, пешеходной дорожки, въезда во двор
Дороги;возможно одни ямы! Все для отдыхающих приезжих, а для;Ремонт/строительство мостов
Образование;зарплата учителя станет достойной? Ставка учителя;Зарплата учителей
Здравоохранение/Медицина;на вопрос :Когда в аптеках появятся препараты для;Отсутствие лекарств в аптеках
Газ и топливо;когда зп чуть выше;Стоимость, оплата и возврат средств на газификацию
ЖКХ;только увидела, пожалуйста хотя бы до 10.00 утра не отключайте, не успела в баню воды набрать,;Подключение к водоснабжению
ЖКХ;дома фильтр, месяца;Плохое качество воды
Социальное обслуживание и защита;в следующем месяце?;Задержка выплат гражданам
ЖКХ;Перми воду отключать всю.;Отсутствие холодной воды
ЖКХ;Вонь до пятого этажа. Писали жалобу три;★ Затопление подъездов, подвальных помещений
Здравоохранение/Медицина;пробирок для анализа крови.;Нехватка материально-технического обеспечения
Коронавирус;анализах крови на коронавирус есть антитела ,;Порядок и пункты вакцинации
Здравоохранение/Медицина;алноритмы-вот и пропишите.;Предложения по созданию лечебных центров
Дороги;работы по ремонту дороги по;Нарушение технологии и (или) сроков производства работ
Общественный транспорт;'Верните 43 автобус!;Добавить новый маршрут
Экономика и бизнес;можно купить современный жк телевизор,собранный;Цены и ценообразование
Благоустройство;заводская промзона фунциклировала, там вдоль забора был тротуар асфальтированный, до самого СМУ (Светофора). Может ответственные восстановят заросшую инфраструктуру, раз такое количество;Разрушение тротуаров и пешеходных дорожек
Дороги;'На данном пешеходном переходе убрали дорожный знак ⚠️, а созданный для знака островок безопасности;Содержание дорожных знаков/Установка новых дорожных знаков, с внесением в схему дислокации, замена старых знаков на новые
Дороги;гайвинском мосту плита вываливается;Ремонт/строительство мостов
Мобилизация;нет денег ?;Зарплата, компенсации, поощрения, выплаты
ЖКХ;документам о регистрации дома.;Завышение платы за коммунальные услуги
Благоустройство;сад, прошу принять какие-нибудь меры по данному вопросу, фото;★ Подтопление территории
Дороги;По моему полный провал;Ямы и выбоины на дороге
ЖКХ;момент дверь не закрывпется;Ремонт подъездов
Здравоохранение/Медицина;специалисту через участкового терапевта.;Диспансеризация
ЖКХ;всё и всем!3 года назад писали п полицию и;Некачественный капитальный ремонт
Общественный транспорт;в руках телефоны- информации вагон. Разместить коды для быстрого доступа на ресурсы и;Содержание остановок
Роспотребнадзор;8, ближе к ул. Лебедева расплодились крысы. УК;Обработка и уничтожение грызунов (дератизация)
Строительство и архитектура;врачам. Красивые и облицовочные дома и скверы - хорошо, а медицина нужнее нам. Просим помощи.;Строительство социальных объектов
Здравоохранение/Медицина;'[club171875648|Министерство здравоохранения Пермского края], Вы вообще о чем? Кто кого куда перевёл? На вызова врачи не приходят от слова совсем! И не только ко взрослым, но и к детям! И действительно может быть уже хватит Вам писать;★ Оказание медицинской помощи не в полном объеме/отказ в оказании медицинской помощи
Здравоохранение/Медицина;из этой больницы знакомые. Как потом рассказала одна медсестра с этой больницы, что нет лекарства , не чем лечить. Они занимают в разных больницах. Когда больной попадает в реанимацию они держут 4 дня на ИВЛ,;Отсутствие лекарств в стационарах
Газ и топливо;'Газификация д. Куземьярово;Сроки газификации
Образование;профильных часов в;Кадровые перестановки
Дороги;торговцев вокруг .У нас все;Организация переходов, светофоров/Изменить организацию движения
Дороги;село Сараши, проверьте пожалуйста дороги наши Министерство транспорта;Ямы и выбоины на дороге
Общественный транспорт;над жителями Перми .Как в метро в;Содержание остановок
ЖКХ;просим и в администрацию обращались!!!, По поводу крыши. Говорят что УК отчиталась все отремонтировали!!!. Как??? Что то я ни одной комиссии не видела а данные свои везде оставляю!!! Ремонт- это дырочку в;Некачественный капитальный ремонт
Благоустройство;как около 55 дома во;Обустройство асфальтового покрытия парковки, внутридворового проезда, тротуара, пешеходной дорожки, въезда во двор
Электроснабжение;скоро упадёт столб.;★ Повреждение опор ЛЭП
Образование;может как то посодействовать жителям своих районов? А то на иве школу так и не построили... В погоде лицей забирает... А строится то за наш счёт...;Строительство школ, детских садов
Благоустройство;местами постоянная, а тут еще с наступлением зимы стало все еще хуже, так почему обычные жители должны ущемляться перед «необычными». \nВесь двор Вагонной 23 завален снегом, парковочных мест в разы меньше, в то время как у элиты все расчищено и нет заботы искать место;Самовольная установка ограждений на территории общего пользования
Коронавирус;Скажите пожалуйста как учитывать контакт ковид? Если сдал оак 3марта, мазок взяли этого же числа, А;Самоизоляция и карантин
Дороги;И не чего с этим не;Работа светофора (установка, изменение режима работы, оборудование кнопкой вызова)
Дороги;..что ведутся дорожные работы ?;Ремонт/строительство мостов
Общественный транспорт;номерами маршрутов с пересадками с оплатой раньше точно знал куда этот маршрут едет а сейчас все апсалютно все перевернули зачем-то все против людей;Изменить или отменить маршрут
Дороги;от Судозавода до улицы ОПМС-14 мы бы так рады;★ Несоблюдение правил уборки проезжей части
Образование;руб). Это будет с 1 апреля или опять нет? Любому ответу будем;Зарплата учителей
Коронавирус;неотложную помощь. Приехали, назначили жаропонижающее, противовирусное и грудной сбор от кашля плюс взяли мазок на ковид. Результат пришел в СМС 25.01.22 результат положительный. Как мне сказали в первый прием что если результат будет положительный приедет мед.сотрудник назначит и привезёт лечение. Сегодня 27.01.22 у меня пятый день температура которая практически не спадает кашель такой что до рвоты. Звоню в скорую, там вызов не принимают.;Жалобы на врачей
Мобилизация;заявление 24 октября Акова Наталья;Поддержка семей мобилизованных
ЖКХ;с 15.04.2022 бежит грязь грязь, а;Плохое качество воды
Физическая культура и спорт;на приобретение заброшенных;Ремонт спортивных учреждений
ЖКХ;и сейчас еле как;Низкая температура воды/слабое давление
Социальное обслуживание и защита;дорожные малоимущие многодетные? 209р на троих;Задержка выплат гражданам
Благоустройство;лучше. Во дворах вообще не;★ Нарушение правил уборки внутридворового проезда, пешеходной дорожки
Дороги;один год на пешеходном переходе огромная лужа, только в;Ливневые канализации (строительство и реконструкция)
Коронавирус;повторно, статистика ведётся?;Коронавирус
Экология;можно так сказать,;Выбросы вредных веществ в водоёмы/загрязнение водоёмов
Электроснабжение;нас в деревне зязелга не хватает;Качество электроснабжения
Общественный транспорт;скотобойню везут комфортнее...;Неудовлетворительные условия проезда в транспорте на действующем маршруте
Благоустройство;всё с СВО?;★ Нарушение правил уборки от снега и наледи территории парка и сквера
Дороги;даче у себя дорожки;Нарушение технологии и (или) сроков производства работ
Благоустройство;Не видно ни одного представителя;★ Подтопление территории
Культура;Это только в Лысьве?;Учреждения культуры
Строительство и архитектура;себе гуляют, не дай Бог что с ними там;Состояние зданий учреждений и организаций
Общественный транспорт;марафон,аккуратнее на Коммунальном мосту! Пермь Первая,отчего;Содержание остановок
Коронавирус;здравоохранения Пермского края], здравстуйте.Поясните пожалуйста,при госпитализации до сих пор;Коронавирусные ограничения
Социальное обслуживание и защита;Добрый вечер уважаемые. Мы прописаны в посёлке но снимаем жилье в г. Перми, работаем, внуки в школу , в садик ходят. В посёлке дом признали непригодным для проживания. Жить в посёлке нет возможности, нету;Улучшение жилищных условий
Коронавирус;говорилось с 1 февраля будут выдавать QR коды тем,у кого большое поличество антител....так ли это?и куда обращаться;Сертификаты и QR-коды
Социальное обслуживание и защита;ФЕДЕРАЦИИ. г. Пермь ул Клары Цеткин 10 а. Обеспечевали дочь Софию рож. 13.08.2015 протезами до этого года. 4 мая 22г. обратились ФСС.( получили отказ) 8.07.22г. Обратились в Фсс, получили уведомление (Извещение о привидении закупи будут не позднее 30 календарных дней со дня подачи инвалидом. В сентябре посетили ФСС. В 3 раз нам сообщили что нет средств!!!!;Создание доступной среды для инвалидов
Дороги;Львович, я опять по поводу уличного освещения, через несколько дней начинается учебный год темнее уже рано.;Освещение неисправно или отсутствует
Благоустройство;Желательно полностью бетонная, либо с бетонным;Предложение по благоустройству
Образование;сертификат на лагерь ?!;Детские оздоровительные лагеря
ЖКХ;подъезде это к вам;Ненадлежащая уборка подъездов и лифтов
Здравоохранение/Медицина;этой больницы знакомые. Как потом рассказала одна медсестра с этой больницы, что нет лекарства , не чем лечить. Они занимают в разных больницах.;Отсутствие лекарств в стационарах
Общественный транспорт;выдаётся. И как доказать тогда, что оплачен презд? Смс приходит;Неудовлетворительные условия проезда в транспорте на действующем маршруте
ЖКХ;за все ,за обслуживание ,в итоге техничку ни разу не видели,хотя она типо убирает...в подъездах вообще не убирают,..звонили в управляющую;Ненадлежащая уборка подъездов и лифтов
Физическая культура и спорт;денег на приобретение стадиона в муниципальную;Ремонт спортивных учреждений
Коронавирус;воообше вызвать врача;Проблемы в работе горячих линий
ЖКХ;в баню воды набрать,;Подключение к водоснабжению
Благоустройство;бы задать вопрос по поводу расчистки от снега хоккейной коробки.;★ Нарушение правил уборки от снега и наледи детской игровой и спортивной площадки
ЖКХ;ул. Льва толстого 49 и других домов. Тоже;Дезинфекция МКД
Благоустройство;ЭТО ЧТО,НЕ МУСОР????🤔🤔🤔🤔;Уборка территорий
ЖКХ;«Яйважилкомсервис», но у них одни обещания и отговорки. То людей нет, то еще проблемы! А мы как должны жить? Мы добросовестно платим за коммунальные услуги этой организации, но услуги эти не получаем. У них нет даже графика осмотра колодцев, они и не знают, где они находятся? Летом , наш дом привели в более - менее хорошее состояние. Очистили подвал, отремонтировали холодное, горячее водоснабжение, наладили отопление. А сейчас из за недобросовестного обслуживания канализационных сетей (можно сказать ни какого), у нас опять затопило подвал. Если так будет продолжаться в дальнейшем, мы всем домом примем решение и не будем оплачивать такие услуги организации «Яйважилкомсервис», все равно терять не чего.Ольга Эдуардовна, просим ВАМ, организуйте проверку деятельности этой «компашки» «Яйважилкомсервис»! У вас, как у главы АМО – есть такие права! Привлеките к проверки все контролирующие органы! После получения выводов проверки, будет основание на передачу сетей в управление администрации.Мы ВАС поддержим! Мы верим в нашу власть.;★ Засор в общедомовой системе водоотведения (канализации)
Благоустройство;"""Горняк"" требуется ремонт!!!";Ненадлежащее состояние фасадов нежилых зданий, объектов и ограждений
ЖКХ;мне пояснить почему только часть города;Отсутствие горячей воды
Здравоохранение/Медицина;'Добрый день, как решили проблему с детской поликлиникой;Нехватка или сокращение врачей и медицинских учреждений
Общественный транспорт;побольше поставить , а то в час;Неудовлетворительные условия проезда в транспорте на действующем маршруте
Здравоохранение/Медицина;на лечении в больнице, вопрос по питанию. Вопрос, как может поправится пожилой человек если он будет кушать с утра до вечера каши на воде? Врачи вы как никто понимаете как должно быть составлено меню. Считаю эту проблему острой и;★ Питание в медицинских учреждениях
Дороги;в 2023 году,а работы;Ремонт дороги
Здравоохранение/Медицина;к кому обращаться либо кому написать с вот такой проблемой: в г. Лысьва нигде ни в бесплатных, ни в платных клиниках нет в наличии препарата Менактра от менингококковый инфекции, препарат в ходит в Календарь прививок многих областей и обязан быть предоставлен;Отсутствие лекарств в стационарах
Образование;спортивных площадок. Как и кому;Строительство школ, детских садов
Благоустройство;каждым годом увеличивается количество велосипедистов. Это садоводы, рыбаки и очень много молодежи и подростков. Движение в этом;Предложение по благоустройству
Экология;поверю. Воровать не нужно и деньги;Выбросы вредных веществ в водоёмы/загрязнение водоёмов
Социальное обслуживание и защита;кем связаться, по;Волонтерство
Общественный транспорт;ближайшей пересадки на 36, а всё равно продолжают движение дальше. подозреваю, что на Пушкина свет клином не сошёлся, особенно учитывая уровень сменяемости и количество масштабных точек притяжения пассажиропотока вдоль маршрута.помнится, работал я до реформы на;Изменить или отменить маршрут
Здравоохранение/Медицина;'Почему раньше не было статистики по заболевшим детям? Почему статистика появилась только тогда,;Вакцинация
Коронавирус;3марта, мазок взяли этого же числа, А сделан;Самоизоляция и карантин
ЖКХ;ул. Клименко 24а является бесхозяйным обьектом, закреплена для обслуживания за муниципальным учреждением «Городская коммунальная служба». 11 августа в администрацию Ленинского района поступила информация о наличии дефекта на этой тепловой сети, в адрес учреждения «Городская коммунальная служба» направлено письмо о необходимости устранения дефекта. Подрядная организация вышла на работу, к сожалению, долгая продолжительность связана с уточнением места дефекта. В подобных ситуациях необходимо обращаться в учреждение;Отсутствие горячей воды
Социальное обслуживание и защита;будут подарки к новому году детям;Инвалиды
Дороги;фонари светили днем.;Освещение неисправно или отсутствует
Социальное обслуживание и защита;везде сделать, и в Губахе;Волонтерство
ЖКХ;водичка из трубы.Д;Другие проблемы с общедомовой системой водоотведения (канализации)
Здравоохранение/Медицина;назначила уколы в вену, и сказала найдешь кого-нибудь. Уточнила у терапевта , она сказала нет в больнице процедурного кабинета . И где;Содержание больниц
Здравоохранение/Медицина;беременности. Я начала его расспрашивать с чего он взял и откуда это, оказалось, что сотрудница женской консультации (ни врач, но акушерка), а просто женщина, сидящая в регистратуре (мы с ней лично не знакомы никак), залезла в мою мед книжку и начала рассказывать всю информацию обо мне абсолютно чужим людям!МЕДИЦИНСКАЯ ТАЙНА? НЕТ, НЕ СЛЫШАЛИ.Я обратилась по этому поводу к своему врачу гинекологу, с просьбой это как то пристранить, на что мне сказали: да не может быть, зачем ей это. Как ты докажешь что это лично она?Ее дочь, которую я встретила 9 марта, мне лично в лицо сказала: Мама залезла в твою книжку, все прочитала и мне рассказала, мы с ней подружки, она мне все рассказывает.Я начала узнавать информацию, по поводу;Ошибки врачей, халатность
ЖКХ;проблема с водоснабжением посёлка будет решена?В этой затяжной проблеме пытаются;Отсутствие холодной воды
Дороги;и его администации... Жду ответа ?;Ямы и выбоины на дороге
Физическая культура и спорт;дороже: здоровье населения или средства на приобретение;Ремонт спортивных учреждений
Здравоохранение/Медицина;в больницу не обращался как пройти углубленную диспансеризацию?;Диспансеризация
Здравоохранение/Медицина;больничный лист по карантину;Содержание больниц
ЖКХ;'Добрый день! Скажите как;Сборы за капитальный ремонт
Строительство и архитектура;ее отремонтировали, а ёмкость которая внутри используют как пожарная.Зачем сразу ломать?Вообще это объект РЖД лет;Состояние зданий учреждений и организаций
Благоустройство;в ремонт. так;Разрушение тротуаров и пешеходных дорожек
Здравоохранение/Медицина;приходится звать бабушек, Красное-белое был магазин, (там многое дешевле чем в монетке например) тоже закрыли! И;Отсутствие аптек
ЖКХ;данный момент дверь;Ремонт подъездов
ЖКХ;дома ул. Льва толстого 49 и других;Дезинфекция МКД
ЖКХ;ли не 2т.р.Есть у кого;Завышение платы за коммунальные услуги
Дороги;отремонтируйте подвесной мост;Ремонт/строительство мостов
ЖКХ;А если ведро набрать и оно постоит сутки, потом на стенках налет;Плохое качество воды
Коронавирус;А сделан 5 марта???;Самоизоляция и карантин
Благоустройство;освещение, просьба посодействовать;★ Неисправные фонари освещения
Дороги;дороги в пос;Строительство или реконструкция дорог
ЖКХ;года, наша администрация всё решает и;Лифт неисправен или отключен
ЖКХ;муниципальных домов в;Перепланировка и реконструкция помещений
Благоустройство;Ветлужская, 58 отличная! Спасибо! Всегда полный двор детей, есть чем заняться: появилось баскетбольное кольцо, качели… Но почему-то исчезла;★ Ненадлежащее состояние игровых элементов на детской или спортивной площадке
Экология;такая тема, а вода собираемая с железной дороги, с автомобильных городских проездов попадает в очищенном виде в городской пруд и прилегающие к;Выбросы вредных веществ в водоёмы/загрязнение водоёмов
Здравоохранение/Медицина;онкологией до такого состояния?она для чего тут находится?она меня не слышит,у нее мозг со;Хамство медицинских работников
ЖКХ;старая земля и старое небо каторя МИНУЕТ. 21ГЛАВА БУДЕТ НОВАЯ ЗЕМЛЯ И НОВОЕ НЕБО И МОРЯ НЕТ ПИШУТ ЯСНО И ЧЁТКО. И ТАК УЖЕ 18 ГЛАВА;Завышение платы за коммунальные услуги
Коронавирус;ли врач взять мазок на короновирус?;Тесты на коронавирус
Благоустройство;месте снесённого дома;Уборка территорий
Благоустройство;дворе то-же не горит светильник, мрак!!!;★ Неисправные фонари освещения
Благоустройство;отсыпаться основание детской площадки;Обустройство асфальтового покрытия парковки, внутридворового проезда, тротуара, пешеходной дорожки, въезда во двор
Социальное обслуживание и защита;1 по 25 числа. Сегодня 26 декабря. Пособие я;Задержка выплат гражданам
Здравоохранение/Медицина;(96 карт).Пожалуйста, ответьте - это везде;Низкая заработная плата врачей
Благоустройство;нет уличного освещения в посёлке Жарова? Полная темнота;Отсутствие фонарей освещения
Физическая культура и спорт;я 2011 мне можно?;Спортивные мероприятия
Образование;обучении. Гуманитарная направленность?;ВУЗы и ССУЗы
Благоустройство;"Фасаду ДК ""Горняк"" требуется ремонт!!!";Ненадлежащее состояние фасадов нежилых зданий, объектов и ограждений
Благоустройство;уберут тополь. Деньги же выделены Май закончился переносили на май. Мне точную дату по вашему графику;★ Ненадлежащее содержание зеленых насаждений (газонов)/деревьев и кустарников
Мусор/Свалки/ТКО;по незаконному сбросу;Выброс мусора нарушителем
Образование;данной школе. Я начала смотреть другие близкие школы и столкнулась с проблемами в виде «нет прописки - отказано», «купите нам iMac Pro», школы переполнены и т.д. Школа #2, фотоника, школа точка….. Я обратилась в департамент образования для решения проблемы, но получила ответ, что повлиять на;Нехватка мест в школах
ЖКХ;такая же история...нет;Отсутствие холодной воды
Благоустройство;придумали😡 кто раскапывать потом;★ Нарушение правил уборки и вывоза загрязненного снега и наледи на газоне
Благоустройство;не реагируют не как, подвал находится в аварийном состоянии, текущие трубы.Руслан Нурахметов, сегодня в 23:00Просили заменить двери на пластиковые не меняют.Руслан Нурахметов, сегодня в 23:01Деньги собирают за кап ремонт башенные не чего не делают от слова совсем.Руслан Нурахметов, сегодня в;★ Ненадлежащее содержание зеленых насаждений (газонов)/деревьев и кустарников
Коронавирус;антител к covid -19.;Сертификаты и QR-коды
Здравоохранение/Медицина;удивилась, почему мне отказали и дала письминое разрешение. Я снова пошла к этому горе ( врачу) , так она меня ещё час не принимала. Справку с такой;Хамство медицинских работников
Благоустройство;ездят!!! У нас;Обустройство асфальтового покрытия парковки, внутридворового проезда, тротуара, пешеходной дорожки, въезда во двор
Дороги;на нашей улице сделали асфальт, да сделали так, что теперь нас топит каждую весну. У меня вопрос: куда можно обратиться с данным вопросом? И почему администрация района не уследила за тем, что бы асфальт сделали добросовестно и качественно, с трубами под ними, а;Некачественно выполненный ремонт дорог
Строительство и архитектура;только только. Почему ни кто не думает про людей живущих в рядом стоящей пятиэтажки? Как можно было разрешить строить дом в непосредственной близости меньше ста метров от другого дома? Людей лишат света, они будут вынуждены сначала смотриеть на стройку, а потом;Строительство зданий
Благоустройство;центральным улицам зарастает;Борщевик Сосновского
Мусор/Свалки/ТКО;Так нет же. Пришла весна «Подснежники» повылазили. И пакеты постоянно летят с окон. Вот найти бы этого «человека» !По Суворова 7 та же история , трудно пепельницу поставить на балконах ! Делаешь заявки на из дом на уборку территории;Выброс мусора нарушителем
